# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Wed Dec  1 04:39:27 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.015 0.00898 8.00000 1.9500000477 2.5663545132    1.950  1.203  3.9645  4.335    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.119e-01 2.732e-01 2.657e-03 7.257e-04 6.592e-03 -1.000 1.497e-02 1.762 1.829 1.844 1.801
0.015 0.00898 8.00000 2.0000000000 2.5685424805    2.000  1.248  3.9727  4.334    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.119e-01 2.731e-01 2.657e-03 7.256e-04 6.592e-03 -1.000 1.499e-02 1.649 1.747 1.756 1.731
0.015 0.00898 8.00000 2.0499999523 2.5706083775    2.050  1.292  3.9805  4.332    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.119e-01 2.731e-01 2.657e-03 7.256e-04 6.591e-03 -1.000 1.502e-02 1.539 1.669 1.672 1.664
0.015 0.00898 8.00000 2.0999999046 2.5725615025    2.099  1.335  3.9879  4.329    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.120e-01 2.731e-01 2.657e-03 7.255e-04 6.590e-03 -1.000 1.496e-02 1.432 1.593 1.592 1.598
0.015 0.00898 8.00000 2.1500000954 2.5744106770    2.149  1.377  3.9950  4.325    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.120e-01 2.731e-01 2.656e-03 7.255e-04 6.590e-03 -1.000 1.497e-02 1.328 1.520 1.514 1.533
0.015 0.00898 8.00000 2.1507041454 2.5744359493    2.149  1.377  3.9951  4.325    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.120e-01 2.731e-01 2.656e-03 7.255e-04 6.590e-03 -1.000 1.497e-02 1.327 1.519 1.513 1.532
0.015 0.00898 8.00000 2.2000000477 2.5761635303    2.199  1.418  4.0018  4.322    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.120e-01 2.730e-01 2.657e-03 7.254e-04 6.590e-03 -1.000 1.500e-02 1.226 1.449 1.439 1.470
0.015 0.00898 8.00000 2.2500000000 2.5778269768    2.249  1.458  4.0084  4.318    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.120e-01 2.730e-01 2.656e-03 7.254e-04 6.589e-03 -1.000 1.498e-02 1.126 1.380 1.366 1.407
0.015 0.00898 8.00000 2.2999999523 2.5794074535    2.299  1.497  4.0147  4.314    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.120e-01 2.730e-01 2.656e-03 7.254e-04 6.589e-03 -1.000 1.496e-02 1.029 1.312 1.296 1.346
0.015 0.00898 8.00000 2.3085367680 2.5796694756    2.307  1.503  4.0158  4.313    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.120e-01 2.730e-01 2.656e-03 7.254e-04 6.589e-03 -1.000 1.496e-02 1.012 1.301 1.284 1.335
